[2026-03-27 17:33:10] ======================================================================
[2026-03-27 17:33:10] Top-2 Routing Experiment (4 experts, top-2 Gumbel-softmax)
[2026-03-27 17:33:10] ======================================================================
[2026-03-27 17:33:10] Hypothesis: With top-2 routing, each token activates 2 experts.
[2026-03-27 17:33:10] One handles functional processing, the other domain knowledge.
[2026-03-27 17:33:10] This enables multi-axis specialization impossible with top-1.
[2026-03-27 17:33:10] ======================================================================
[2026-03-27 17:33:10] Config: {'device': 'cuda:1', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 4, 'top_k': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.05, 'contrastive_margin': 0.5, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_top2_routing', 'checkpoint_dir': '/root/t6b-mogae/checkpoints', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/top2_routing', 'log_file': '/root/t6b-mogae/logs/top2_routing.log'}
[2026-03-27 17:33:10] Loading Qwen/Qwen3-1.7B...
[2026-03-27 17:33:13] Base model loaded: 1,720,574,976 params
[2026-03-27 17:33:13] Verified: hidden=2048, intermediate=6144
[2026-03-27 17:33:13] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/phase1_final.pt
[2026-03-27 17:34:51] ======================================================================
[2026-03-27 17:34:51] Top-2 Routing Experiment (4 experts, top-2 Gumbel-softmax)
[2026-03-27 17:34:51] ======================================================================
[2026-03-27 17:34:51] Hypothesis: With top-2 routing, each token activates 2 experts.
[2026-03-27 17:34:51] One handles functional processing, the other domain knowledge.
[2026-03-27 17:34:51] This enables multi-axis specialization impossible with top-1.
[2026-03-27 17:34:51] ======================================================================
[2026-03-27 17:34:51] Config: {'device': 'cuda:1', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'fork_trunk18_phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 4, 'top_k': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.05, 'contrastive_margin': 0.5, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_top2_routing', 'checkpoint_dir': '/root/t6b-mogae/checkpoints/fork_trunk18', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/top2_routing', 'log_file': '/root/t6b-mogae/logs/top2_routing.log'}
[2026-03-27 17:34:51] Loading Qwen/Qwen3-1.7B...
[2026-03-27 17:34:54] Base model loaded: 1,720,574,976 params
[2026-03-27 17:34:54] Verified: hidden=2048, intermediate=6144
[2026-03-27 17:34:54] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/fork_trunk18/fork_trunk18_phase1_final.pt
[2026-03-27 17:34:54] Loaded Phase 1 weights (step 24414, phase 1)
[2026-03-27 17:34:54] Forking: 1 -> 2 experts (round 1)...
[2026-03-27 17:34:54] Forking: 2 -> 4 experts (round 2)...
[2026-03-27 17:34:54] Fork complete. Tree: {18: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 19: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 20: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 21: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 22: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 23: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 24: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 25: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 26: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 27: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}}
[2026-03-27 17:34:54] Trainable params: 2,703,360
[2026-03-27 17:34:54] Expert tree: {18: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 19: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 20: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 21: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 22: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 23: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 24: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 25: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 26: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 27: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}}
[2026-03-27 17:34:54] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-27 17:34:54] Top-2 Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-27 17:34:54] 4 experts, top-2 routing, contrastive weight: 0.05
[2026-03-27 17:34:54] NO load-balancing loss
[2026-03-27 17:34:54] Trainable params: 2,703,360
[2026-03-27 17:34:54] Expert tree: {18: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 19: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 20: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 21: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 22: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 23: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 24: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 25: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 26: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 27: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}}
[2026-03-27 17:35:12]   step 100/24414 | lm=3.4688 c=0.4961 tau=0.996 | lr=1.00e-04 | 11622 tok/s route_L18=[0.25, 0.25, 0.27, 0.24] top2freq=[0.25, 0.24, 0.26, 0.25]
[2026-03-27 17:38:54]   step 1500/24414 | lm=2.9375 c=0.4727 tau=0.944 | lr=9.91e-05 | 12821 tok/s route_L18=[0.22, 0.12, 0.29, 0.37] top2freq=[0.21, 0.10, 0.32, 0.37]
[2026-03-27 17:39:08]   step 1600/24414 | lm=3.0625 c=0.4688 tau=0.940 | lr=9.89e-05 | 12885 tok/s route_L18=[0.17, 0.13, 0.34, 0.36] top2freq=[0.16, 0.12, 0.35, 0.37]
[2026-03-27 17:39:23]   step 1700/24414 | lm=3.1406 c=0.4629 tau=0.936 | lr=9.88e-05 | 12944 tok/s route_L18=[0.16, 0.19, 0.36, 0.30] top2freq=[0.15, 0.19, 0.35, 0.31]
[2026-03-27 17:39:38]   step 1800/24414 | lm=3.6875 c=0.4629 tau=0.933 | lr=9.87e-05 | 12996 tok/s route_L18=[0.17, 0.13, 0.37, 0.33] top2freq=[0.16, 0.13, 0.38, 0.34]
[2026-03-27 17:39:52]   step 1900/24414 | lm=3.6406 c=0.4629 tau=0.929 | lr=9.85e-05 | 13043 tok/s route_L18=[0.20, 0.14, 0.32, 0.35] top2freq=[0.19, 0.12, 0.34, 0.35]
[2026-03-27 17:40:07]   step 2000/24414 | lm=3.2969 c=0.4590 tau=0.925 | lr=9.84e-05 | 13085 tok/s route_L18=[0.20, 0.19, 0.29, 0.32] top2freq=[0.19, 0.19, 0.29, 0.33]
[2026-03-27 17:40:07] --- Eval at step 2000 (tau=0.925) ---
[2026-03-27 17:40:26]   PPL=20.13 | mean_cossim=0.9619140625
[2026-03-27 17:40:26]   L18: selectivity=0.332 (std=0.158, frac>0.3=0.51) pairs=12/12 usage_cv=0.350
[2026-03-27 17:40:26]   L19: selectivity=0.396 (std=0.173, frac>0.3=0.65) pairs=12/12 usage_cv=0.414
[2026-03-27 17:40:26]   L20: selectivity=0.434 (std=0.183, frac>0.3=0.71) pairs=12/12 usage_cv=0.304
[2026-03-27 17:40:26]   L21: selectivity=0.496 (std=0.187, frac>0.3=0.80) pairs=12/12 usage_cv=0.561
[2026-03-27 17:40:26]   L22: selectivity=0.447 (std=0.183, frac>0.3=0.73) pairs=12/12 usage_cv=0.255
[2026-03-27 17:40:26]   L23: selectivity=0.484 (std=0.184, frac>0.3=0.79) pairs=12/12 usage_cv=0.321
[2026-03-27 17:40:26]   L24: selectivity=0.479 (std=0.181, frac>0.3=0.79) pairs=12/12 usage_cv=0.478
[2026-03-27 17:40:26]   L25: selectivity=0.471 (std=0.184, frac>0.3=0.77) pairs=12/12 usage_cv=0.395
[2026-03-27 17:40:26]   L26: selectivity=0.531 (std=0.181, frac>0.3=0.85) pairs=12/12 usage_cv=0.529
[2026-03-27 17:40:26]   L27: selectivity=0.559 (std=0.180, frac>0.3=0.87) pairs=12/12 usage_cv=0.520
[2026-03-27 17:40:26]   L18: entropy=0.996 gini=0.156 dist=['0.178', '0.175', '0.301', '0.346'] top2freq=['0.172', '0.179', '0.307', '0.342']
[2026-03-27 17:40:26]   L19: entropy=0.855 gini=0.234 dist=['0.420', '0.138', '0.173', '0.270'] top2freq=['0.379', '0.146', '0.190', '0.284']
[2026-03-27 17:40:26]   L20: entropy=0.781 gini=0.203 dist=['0.271', '0.182', '0.151', '0.396'] top2freq=['0.264', '0.205', '0.180', '0.351']
[2026-03-27 17:40:26]   L21: entropy=0.633 gini=0.375 dist=['0.051', '0.183', '0.227', '0.539'] top2freq=['0.068', '0.243', '0.281', '0.408']
[2026-03-27 17:40:26]   L22: entropy=0.746 gini=0.164 dist=['0.173', '0.297', '0.176', '0.354'] top2freq=['0.192', '0.293', '0.199', '0.317']
[2026-03-27 17:40:26]   L23: entropy=0.660 gini=0.188 dist=['0.147', '0.385', '0.262', '0.205'] top2freq=['0.154', '0.346', '0.272', '0.227']
[2026-03-27 17:40:26]   L24: entropy=0.664 gini=0.242 dist=['0.371', '0.159', '0.354', '0.117'] top2freq=['0.370', '0.173', '0.332', '0.124']
[2026-03-27 17:40:26]   L25: entropy=0.684 gini=0.219 dist=['0.287', '0.111', '0.219', '0.383'] top2freq=['0.303', '0.113', '0.245', '0.338']
[2026-03-27 17:40:26]   L26: entropy=0.547 gini=0.281 dist=['0.354', '0.379', '0.219', '0.049'] top2freq=['0.340', '0.353', '0.240', '0.067']
[2026-03-27 17:40:26]   L27: entropy=0.482 gini=0.359 dist=['0.097', '0.094', '0.504', '0.305'] top2freq=['0.138', '0.141', '0.392', '0.329']
[2026-03-27 17:40:26] Checkpoint saved: /root/t6b-mogae/checkpoints/top2_routing/top2_step2000.pt
[2026-03-27 17:40:41]   step 2100/24414 | lm=2.8594 c=0.4590 tau=0.921 | lr=9.82e-05 | 12414 tok/s route_L18=[0.17, 0.20, 0.30, 0.33] top2freq=[0.16, 0.21, 0.30, 0.32]
[2026-03-27 17:40:55]   step 2200/24414 | lm=3.2031 c=0.4570 tau=0.918 | lr=9.80e-05 | 12477 tok/s route_L18=[0.23, 0.20, 0.30, 0.28] top2freq=[0.22, 0.20, 0.28, 0.29]
[2026-03-27 17:41:10]   step 2300/24414 | lm=2.8438 c=0.4570 tau=0.914 | lr=9.78e-05 | 12535 tok/s route_L18=[0.21, 0.14, 0.24, 0.41] top2freq=[0.21, 0.16, 0.25, 0.38]
[2026-03-27 17:41:25]   step 2400/24414 | lm=2.6875 c=0.4531 tau=0.910 | lr=9.76e-05 | 12588 tok/s route_L18=[0.22, 0.16, 0.30, 0.31] top2freq=[0.22, 0.18, 0.29, 0.32]
[2026-03-27 17:41:39]   step 2500/24414 | lm=3.1250 c=0.4531 tau=0.906 | lr=9.74e-05 | 12638 tok/s route_L18=[0.19, 0.20, 0.28, 0.33] top2freq=[0.18, 0.21, 0.29, 0.32]
[2026-03-27 17:41:54]   step 2600/24414 | lm=3.5781 c=0.4531 tau=0.903 | lr=9.72e-05 | 12684 tok/s route_L18=[0.17, 0.17, 0.35, 0.31] top2freq=[0.16, 0.16, 0.34, 0.34]
[2026-03-27 17:42:09]   step 2700/24414 | lm=3.2188 c=0.4531 tau=0.899 | lr=9.70e-05 | 12726 tok/s route_L18=[0.18, 0.14, 0.28, 0.40] top2freq=[0.18, 0.14, 0.31, 0.38]
[2026-03-27 17:42:23]   step 2800/24414 | lm=3.3125 c=0.4492 tau=0.895 | lr=9.68e-05 | 12767 tok/s route_L18=[0.21, 0.17, 0.28, 0.34] top2freq=[0.21, 0.17, 0.30, 0.33]
[2026-03-27 17:42:38]   step 2900/24414 | lm=2.9688 c=0.4492 tau=0.891 | lr=9.66e-05 | 12804 tok/s route_L18=[0.24, 0.15, 0.26, 0.35] top2freq=[0.22, 0.15, 0.27, 0.35]
[2026-03-27 17:42:53]   step 3000/24414 | lm=3.3594 c=0.4434 tau=0.888 | lr=9.63e-05 | 12839 tok/s route_L18=[0.22, 0.17, 0.29, 0.32] top2freq=[0.21, 0.18, 0.31, 0.31]
[2026-03-27 17:42:53] --- Eval at step 3000 (tau=0.888) ---
[2026-03-27 17:43:11]   PPL=20.13 | mean_cossim=0.9453776041666667
[2026-03-27 17:43:11]   L18: selectivity=0.328 (std=0.158, frac>0.3=0.51) pairs=12/12 usage_cv=0.268
[2026-03-27 17:43:11]   L19: selectivity=0.400 (std=0.174, frac>0.3=0.66) pairs=12/12 usage_cv=0.420
[2026-03-27 17:43:11]   L20: selectivity=0.438 (std=0.183, frac>0.3=0.72) pairs=12/12 usage_cv=0.294
[2026-03-27 17:43:11]   L21: selectivity=0.496 (std=0.187, frac>0.3=0.80) pairs=12/12 usage_cv=0.552
[2026-03-27 17:43:11]   L22: selectivity=0.459 (std=0.185, frac>0.3=0.75) pairs=12/12 usage_cv=0.308
[2026-03-27 17:43:11]   L23: selectivity=0.484 (std=0.185, frac>0.3=0.79) pairs=12/12 usage_cv=0.316
[2026-03-27 17:43:11]   L24: selectivity=0.486 (std=0.181, frac>0.3=0.80) pairs=12/12 usage_cv=0.504
[2026-03-27 17:43:11]   L25: selectivity=0.471 (std=0.183, frac>0.3=0.77) pairs=12/12 usage_cv=0.394
[2026-03-27 17:43:11]   L26: selectivity=0.535 (std=0.180, frac>0.3=0.85) pairs=12/12 usage_cv=0.537
[2026-03-27 17:43:11]   L27: selectivity=0.562 (std=0.180, frac>0.3=0.88) pairs=12/12 usage_cv=0.513
[2026-03-27 17:43:11]   L18: entropy=1.000 gini=0.133 dist=['0.220', '0.175', '0.273', '0.332'] top2freq=['0.214', '0.178', '0.280', '0.328']
[2026-03-27 17:43:11]   L19: entropy=0.848 gini=0.234 dist=['0.410', '0.132', '0.174', '0.283'] top2freq=['0.375', '0.141', '0.191', '0.294']
[2026-03-27 17:43:11]   L20: entropy=0.773 gini=0.203 dist=['0.283', '0.185', '0.148', '0.383'] top2freq=['0.272', '0.208', '0.177', '0.343']
[2026-03-27 17:43:11]   L21: entropy=0.629 gini=0.367 dist=['0.053', '0.199', '0.206', '0.543'] top2freq=['0.071', '0.263', '0.257', '0.408']
[2026-03-27 17:43:11]   L22: entropy=0.723 gini=0.219 dist=['0.148', '0.262', '0.179', '0.410'] top2freq=['0.172', '0.273', '0.208', '0.347']
