[2026-03-27 18:21:45] ======================================================================
[2026-03-27 18:21:45] DAMAGE-PREDICTION SURROGATE EXPERIMENT
[2026-03-27 18:21:45] ======================================================================
[2026-03-27 18:21:45] Insight: 'be different' losses produce orthogonality but NOT
[2026-03-27 18:21:45] causal locality. The correct signal: expert removal should
[2026-03-27 18:21:45] cause SELECTIVE damage.
[2026-03-27 18:21:45] 
[2026-03-27 18:21:45] L_locality = lambda * (overlap - 0.1 * exclusivity)
[2026-03-27 18:21:45]   overlap = damage_e0 * damage_e1  (penalize redundancy)
[2026-03-27 18:21:45]   exclusivity = |damage_e0 - damage_e1|  (reward selectivity)
[2026-03-27 18:21:45] ======================================================================
[2026-03-27 18:21:45] Config: {'device': 'cuda:0', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'fork_trunk18_phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'lambda_loc': 0.05, 'damage_every_n_steps': 5, 'damage_token_stride': 4, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_damage_surrogate', 'checkpoint_dir': '/root/t6b-mogae/checkpoints/fork_trunk18', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/damage_surrogate', 'log_file': '/root/t6b-mogae/logs/damage_surrogate.log'}
[2026-03-27 18:21:45] Loading Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 180.95it/s]
[2026-03-27 18:21:48] Base model loaded: 1,720,574,976 params
[2026-03-27 18:21:48] Verified: hidden=2048, intermediate=6144
[2026-03-27 18:21:48] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/fork_trunk18/fork_trunk18_phase1_final.pt
[2026-03-27 18:21:48] Loaded Phase 1 weights (step 24414, phase 1)
[2026-03-27 18:21:48] Forking each layer: 1 expert -> 2 experts with perturbation...
[2026-03-27 18:21:48] Fork complete. Tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 18:21:48] Trainable params: 1,351,680
[2026-03-27 18:21:48] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 18:21:48] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-27 18:21:48] Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-27 18:21:48] Damage surrogate: lambda_loc=0.05, every 5 steps, stride=4
[2026-03-27 18:21:48] NO contrastive loss, NO load-balancing loss
[2026-03-27 18:21:48] Trainable params: 1,351,680
[2026-03-27 18:21:48] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 18:22:12]   step 100/24414 | lm=3.4688 loc=0.000000 tau=0.996 | lr=1.00e-04 | 8417 tok/s route_L18=[0.57, 0.43] | dmg_e0=0.0138 dmg_e1=0.0148 overlap=0.000453 excl=0.0159
[2026-03-27 18:25:52]   step 1100/24414 | lm=3.0156 loc=0.000000 tau=0.959 | lr=9.95e-05 | 9211 tok/s route_L18=[0.57, 0.43] | dmg_e0=0.0164 dmg_e1=0.0186 overlap=0.000506 excl=0.0228
[2026-03-27 18:26:06]   step 1200/24414 | lm=2.6719 loc=0.000000 tau=0.955 | lr=9.94e-05 | 9522 tok/s route_L18=[0.56, 0.44] | dmg_e0=0.0169 dmg_e1=0.0190 overlap=0.000531 excl=0.0235
[2026-03-27 18:26:19]   step 1300/24414 | lm=3.0938 loc=0.000000 tau=0.951 | lr=9.93e-05 | 9802 tok/s route_L18=[0.62, 0.38] | dmg_e0=0.0170 dmg_e1=0.0191 overlap=0.000533 excl=0.0235
[2026-03-27 18:26:33]   step 1400/24414 | lm=3.1562 loc=0.000000 tau=0.948 | lr=9.92e-05 | 10055 tok/s route_L18=[0.61, 0.39] | dmg_e0=0.0171 dmg_e1=0.0192 overlap=0.000548 excl=0.0236
[2026-03-27 18:26:46]   step 1500/24414 | lm=2.9375 loc=0.000000 tau=0.944 | lr=9.91e-05 | 10286 tok/s route_L18=[0.58, 0.42] | dmg_e0=0.0173 dmg_e1=0.0194 overlap=0.000551 excl=0.0239
[2026-03-27 18:27:00]   step 1600/24414 | lm=3.0625 loc=0.000000 tau=0.940 | lr=9.89e-05 | 10497 tok/s route_L18=[0.55, 0.45] | dmg_e0=0.0176 dmg_e1=0.0195 overlap=0.000558 excl=0.0242
[2026-03-27 18:27:13]   step 1700/24414 | lm=3.1406 loc=0.000000 tau=0.936 | lr=9.88e-05 | 10690 tok/s route_L18=[0.76, 0.24] | dmg_e0=0.0178 dmg_e1=0.0195 overlap=0.000557 excl=0.0244
[2026-03-27 18:27:27]   step 1800/24414 | lm=3.6875 loc=0.000000 tau=0.933 | lr=9.87e-05 | 10867 tok/s route_L18=[0.55, 0.45] | dmg_e0=0.0178 dmg_e1=0.0195 overlap=0.000555 excl=0.0245
[2026-03-27 18:27:40]   step 1900/24414 | lm=3.6406 loc=0.000000 tau=0.929 | lr=9.85e-05 | 11031 tok/s route_L18=[0.60, 0.40] | dmg_e0=0.0179 dmg_e1=0.0196 overlap=0.000559 excl=0.0246
[2026-03-27 18:27:54]   step 2000/24414 | lm=3.2969 loc=0.000000 tau=0.925 | lr=9.84e-05 | 11184 tok/s route_L18=[0.74, 0.26] | dmg_e0=0.0180 dmg_e1=0.0196 overlap=0.000557 excl=0.0248
[2026-03-27 18:27:54] --- Eval at step 2000 (tau=0.925) ---
[2026-03-27 18:28:10]   PPL=20.14 | mean_cossim=0.982421875
[2026-03-27 18:28:10]   DAMAGE: e0=0.0000 e1=0.0000 overlap=0.000000 excl=0.0000 excl_ratio=0.00 cv_e0=0.000 cv_e1=0.000
[2026-03-27 18:28:10]   L18: selectivity=0.260 (std=0.143, frac>0.3=0.43)
[2026-03-27 18:28:10]   L19: selectivity=0.279 (std=0.146, frac>0.3=0.49)
[2026-03-27 18:28:10]   L20: selectivity=0.328 (std=0.148, frac>0.3=0.62)
[2026-03-27 18:28:10]   L21: selectivity=0.318 (std=0.150, frac>0.3=0.60)
[2026-03-27 18:28:10]   L22: selectivity=0.328 (std=0.149, frac>0.3=0.62)
[2026-03-27 18:28:10]   L23: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 18:28:10]   L24: selectivity=0.334 (std=0.149, frac>0.3=0.64)
[2026-03-27 18:28:10]   L25: selectivity=0.357 (std=0.148, frac>0.3=0.69)
[2026-03-27 18:28:10]   L26: selectivity=0.381 (std=0.143, frac>0.3=0.75)
[2026-03-27 18:28:10]   L27: selectivity=0.387 (std=0.140, frac>0.3=0.76)
[2026-03-27 18:28:10]   L18: entropy=0.490 gini=0.094 dist=['0.594', '0.408']
[2026-03-27 18:28:10]   L19: entropy=0.459 gini=0.039 dist=['0.535', '0.467']
[2026-03-27 18:28:10]   L20: entropy=0.375 gini=0.062 dist=['0.441', '0.559']
[2026-03-27 18:28:10]   L21: entropy=0.391 gini=0.031 dist=['0.475', '0.527']
[2026-03-27 18:28:10]   L22: entropy=0.375 gini=0.039 dist=['0.461', '0.539']
[2026-03-27 18:28:10]   L23: entropy=0.352 gini=0.062 dist=['0.441', '0.559']
[2026-03-27 18:28:10]   L24: entropy=0.363 gini=0.109 dist=['0.605', '0.395']
[2026-03-27 18:28:10]   L25: entropy=0.320 gini=0.125 dist=['0.371', '0.629']
[2026-03-27 18:28:10]   L26: entropy=0.270 gini=0.000 dist=['0.496', '0.504']
[2026-03-27 18:28:10]   L27: entropy=0.260 gini=0.141 dist=['0.355', '0.645']
[2026-03-27 18:28:10] Checkpoint saved: /root/t6b-mogae/checkpoints/damage_surrogate/damage_step2000.pt
[2026-03-27 18:28:24]   step 2100/24414 | lm=2.8594 loc=0.000000 tau=0.921 | lr=9.82e-05 | 10858 tok/s route_L18=[0.59, 0.41] | dmg_e0=0.0191 dmg_e1=0.0197 overlap=0.000559 excl=0.0261
[2026-03-27 18:28:37]   step 2200/24414 | lm=3.2031 loc=0.000000 tau=0.918 | lr=9.80e-05 | 10999 tok/s route_L18=[0.67, 0.33] | dmg_e0=0.0193 dmg_e1=0.0202 overlap=0.000566 excl=0.0267
[2026-03-27 18:28:51]   step 2300/24414 | lm=2.8438 loc=0.000000 tau=0.914 | lr=9.78e-05 | 11132 tok/s route_L18=[0.57, 0.43] | dmg_e0=0.0193 dmg_e1=0.0201 overlap=0.000571 excl=0.0266
[2026-03-27 18:29:04]   step 2400/24414 | lm=2.6875 loc=0.000000 tau=0.910 | lr=9.76e-05 | 11256 tok/s route_L18=[0.62, 0.38] | dmg_e0=0.0194 dmg_e1=0.0202 overlap=0.000577 excl=0.0268
[2026-03-27 18:29:18]   step 2500/24414 | lm=3.1250 loc=0.000000 tau=0.906 | lr=9.74e-05 | 11373 tok/s route_L18=[0.61, 0.39] | dmg_e0=0.0197 dmg_e1=0.0203 overlap=0.000586 excl=0.0269
[2026-03-27 18:29:31]   step 2600/24414 | lm=3.5781 loc=0.000000 tau=0.903 | lr=9.72e-05 | 11483 tok/s route_L18=[0.70, 0.30] | dmg_e0=0.0198 dmg_e1=0.0204 overlap=0.000601 excl=0.0271
[2026-03-27 18:29:45]   step 2700/24414 | lm=3.2188 loc=0.000000 tau=0.899 | lr=9.70e-05 | 11586 tok/s route_L18=[0.58, 0.42] | dmg_e0=0.0197 dmg_e1=0.0203 overlap=0.000602 excl=0.0270
[2026-03-27 18:29:58]   step 2800/24414 | lm=3.3125 loc=0.000000 tau=0.895 | lr=9.68e-05 | 11684 tok/s route_L18=[0.61, 0.39] | dmg_e0=0.0198 dmg_e1=0.0204 overlap=0.000603 excl=0.0271
[2026-03-27 18:30:12]   step 2900/24414 | lm=2.9688 loc=0.000000 tau=0.891 | lr=9.66e-05 | 11776 tok/s route_L18=[0.62, 0.37] | dmg_e0=0.0198 dmg_e1=0.0205 overlap=0.000607 excl=0.0272
[2026-03-27 18:30:26]   step 3000/24414 | lm=3.3594 loc=0.000000 tau=0.888 | lr=9.63e-05 | 11863 tok/s route_L18=[0.69, 0.31] | dmg_e0=0.0199 dmg_e1=0.0206 overlap=0.000607 excl=0.0274
[2026-03-27 18:30:26] --- Eval at step 3000 (tau=0.888) ---
[2026-03-27 18:30:42]   PPL=20.14 | mean_cossim=0.98046875
[2026-03-27 18:30:42]   DAMAGE: e0=0.0000 e1=0.0000 overlap=0.000000 excl=0.0000 excl_ratio=0.00 cv_e0=0.000 cv_e1=0.000
[2026-03-27 18:30:42]   L18: selectivity=0.270 (std=0.145, frac>0.3=0.46)
[2026-03-27 18:30:42]   L19: selectivity=0.281 (std=0.146, frac>0.3=0.49)
[2026-03-27 18:30:42]   L20: selectivity=0.332 (std=0.148, frac>0.3=0.63)
[2026-03-27 18:30:42]   L21: selectivity=0.322 (std=0.150, frac>0.3=0.61)
[2026-03-27 18:30:42]   L22: selectivity=0.332 (std=0.149, frac>0.3=0.63)
[2026-03-27 18:30:42]   L23: selectivity=0.342 (std=0.149, frac>0.3=0.66)
[2026-03-27 18:30:42]   L24: selectivity=0.340 (std=0.148, frac>0.3=0.65)
[2026-03-27 18:30:42]   L25: selectivity=0.367 (std=0.146, frac>0.3=0.72)
[2026-03-27 18:30:42]   L26: selectivity=0.385 (std=0.142, frac>0.3=0.76)
[2026-03-27 18:30:42]   L27: selectivity=0.391 (std=0.139, frac>0.3=0.77)
[2026-03-27 18:30:42]   L18: entropy=0.477 gini=0.125 dist=['0.621', '0.379']
[2026-03-27 18:30:42]   L19: entropy=0.455 gini=0.031 dist=['0.475', '0.527']
[2026-03-27 18:30:42]   L20: entropy=0.367 gini=0.062 dist=['0.432', '0.566']
[2026-03-27 18:30:42]   L21: entropy=0.385 gini=0.055 dist=['0.445', '0.555']
[2026-03-27 18:30:42]   L22: entropy=0.369 gini=0.062 dist=['0.436', '0.562']
[2026-03-27 18:30:42]   L23: entropy=0.348 gini=0.062 dist=['0.434', '0.566']
[2026-03-27 18:30:42]   L24: entropy=0.354 gini=0.125 dist=['0.625', '0.377']
[2026-03-27 18:30:42]   L25: entropy=0.299 gini=0.172 dist=['0.328', '0.672']
[2026-03-27 18:30:42]   L26: entropy=0.266 gini=0.008 dist=['0.508', '0.494']
[2026-03-27 18:30:42]   L27: entropy=0.254 gini=0.156 dist=['0.346', '0.656']
[2026-03-27 18:30:42] Checkpoint saved: /root/t6b-mogae/checkpoints/damage_surrogate/damage_step3000.pt
[2026-03-27 18:30:55]   step 3100/24414 | lm=2.6406 loc=0.000000 tau=0.884 | lr=9.61e-05 | 11595 tok/s route_L18=[0.77, 0.24] | dmg_e0=0.0207 dmg_e1=0.0205 overlap=0.000568 excl=0.0283
[2026-03-27 18:31:09]   step 3200/24414 | lm=3.2500 loc=0.000000 tau=0.880 | lr=9.58e-05 | 11672 tok/s route_L18=[0.65, 0.35] | dmg_e0=0.0209 dmg_e1=0.0214 overlap=0.000609 excl=0.0288
[2026-03-27 18:31:23]   step 3300/24414 | lm=2.7500 loc=0.000000 tau=0.876 | lr=9.56e-05 | 11754 tok/s route_L18=[0.76, 0.24] | dmg_e0=0.0209 dmg_e1=0.0214 overlap=0.000633 excl=0.0287
[2026-03-27 18:31:36]   step 3400/24414 | lm=4.0000 loc=0.000000 tau=0.873 | lr=9.53e-05 | 11832 tok/s route_L18=[0.73, 0.27] | dmg_e0=0.0207 dmg_e1=0.0214 overlap=0.000644 excl=0.0287
[2026-03-27 18:31:50]   step 3500/24414 | lm=3.1562 loc=0.000000 tau=0.869 | lr=9.50e-05 | 11904 tok/s route_L18=[0.57, 0.43] | dmg_e0=0.0209 dmg_e1=0.0219 overlap=0.000662 excl=0.0290
[2026-03-27 18:32:03]   step 3600/24414 | lm=3.3750 loc=0.000000 tau=0.865 | lr=9.47e-05 | 11975 tok/s route_L18=[0.66, 0.34] | dmg_e0=0.0210 dmg_e1=0.0219 overlap=0.000670 excl=0.0292
[2026-03-27 18:32:17]   step 3700/24414 | lm=2.9531 loc=0.000000 tau=0.861 | lr=9.44e-05 | 12043 tok/s route_L18=[0.64, 0.35] | dmg_e0=0.0210 dmg_e1=0.0218 overlap=0.000662 excl=0.0292
[2026-03-27 18:32:30]   step 3800/24414 | lm=2.8906 loc=0.000000 tau=0.858 | lr=9.41e-05 | 12108 tok/s route_L18=[0.55, 0.45] | dmg_e0=0.0210 dmg_e1=0.0217 overlap=0.000659 excl=0.0291
[2026-03-27 18:32:44]   step 3900/24414 | lm=3.1094 loc=0.000000 tau=0.854 | lr=9.38e-05 | 12171 tok/s route_L18=[0.65, 0.35] | dmg_e0=0.0211 dmg_e1=0.0218 overlap=0.000663 excl=0.0291
[2026-03-27 18:32:57]   step 4000/24414 | lm=3.1406 loc=0.000000 tau=0.850 | lr=9.35e-05 | 12230 tok/s route_L18=[0.62, 0.38] | dmg_e0=0.0210 dmg_e1=0.0218 overlap=0.000660 excl=0.0291
[2026-03-27 18:32:57] --- Eval at step 4000 (tau=0.850) ---
[2026-03-27 18:33:14]   PPL=20.14 | mean_cossim=0.978125
[2026-03-27 18:33:14]   DAMAGE: e0=0.0000 e1=0.0000 overlap=0.000000 excl=0.0000 excl_ratio=0.00 cv_e0=0.000 cv_e1=0.000
[2026-03-27 18:33:14]   L18: selectivity=0.271 (std=0.145, frac>0.3=0.46)
[2026-03-27 18:33:14]   L19: selectivity=0.285 (std=0.147, frac>0.3=0.50)
[2026-03-27 18:33:14]   L20: selectivity=0.334 (std=0.148, frac>0.3=0.63)
[2026-03-27 18:33:14]   L21: selectivity=0.326 (std=0.149, frac>0.3=0.62)
[2026-03-27 18:33:14]   L22: selectivity=0.332 (std=0.149, frac>0.3=0.63)
[2026-03-27 18:33:14]   L23: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 18:33:14]   L24: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 18:33:14]   L25: selectivity=0.367 (std=0.146, frac>0.3=0.72)
[2026-03-27 18:33:14]   L26: selectivity=0.387 (std=0.141, frac>0.3=0.76)
[2026-03-27 18:33:14]   L27: selectivity=0.395 (std=0.138, frac>0.3=0.78)
[2026-03-27 18:33:14]   L18: entropy=0.475 gini=0.117 dist=['0.617', '0.383']
[2026-03-27 18:33:14]   L19: entropy=0.451 gini=0.023 dist=['0.479', '0.523']
[2026-03-27 18:33:14]   L20: entropy=0.367 gini=0.055 dist=['0.443', '0.555']
[2026-03-27 18:33:14]   L21: entropy=0.379 gini=0.078 dist=['0.426', '0.574']
[2026-03-27 18:33:14]   L22: entropy=0.367 gini=0.055 dist=['0.445', '0.555']
[2026-03-27 18:33:14]   L23: entropy=0.352 gini=0.000 dist=['0.496', '0.504']
[2026-03-27 18:33:14]   L24: entropy=0.361 gini=0.078 dist=['0.582', '0.418']
